set,indice
train,59578
train,18265
train,37261
train,23729
train,12134
train,24982
train,14442
train,17845
train,23035
train,15306
train,7844
train,15330
train,52002
train,21816
train,25115
train,47365
train,40398
train,2671
train,23582
train,30142
train,52669
train,52870
train,7803
train,18592
train,23206
train,39506
train,5095
train,49781
train,37187
train,38680
train,12675
train,28020
train,59570
train,10458
train,33136
train,47074
train,12192
train,48444
train,7302
train,3164
train,42730
train,30933
train,16783
train,29563
train,44680
train,24457
train,17634
train,15480
train,17516
train,9724
train,6334
train,924
train,43003
train,37475
train,10012
train,33815
train,52617
train,7087
train,13024
train,12391
train,38896
train,27546
train,34470
train,17867
train,2263
train,22096
train,54479
train,29596
train,19292
train,37026
train,35365
train,32246
train,18898
train,59852
train,40309
train,49942
train,17329
train,7037
train,6856
train,59183
train,30645
train,62068
train,55256
train,6748
train,10976
train,23310
train,18795
train,22964
train,49138
train,1631
train,35497
train,44923
train,61133
train,58479
train,15171
train,60842
train,11639
train,37806
train,35606
train,45670
train,46871
train,1243
train,58750
train,58555
train,21214
train,50532
train,18693
train,19846
train,47806
train,51686
train,19213
train,42753
train,50599
train,45362
train,44456
train,60061
train,52762
train,2923
train,26411
train,52451
train,45675
train,17419
train,34171
train,29581
train,29985
train,57335
train,879
train,49066
train,34134
train,42205
train,38851
train,24105
train,17491
train,35902
train,430
train,57596
train,6004
train,48381
train,21906
train,53491
train,47348
train,18116
train,46337
train,48188
train,11991
train,58405
train,21111
train,24999
train,20383
train,19540
train,31730
train,46725
train,43454
train,58222
train,31661
train,450
train,44994
train,12536
train,32905
train,58193
train,5187
train,11393
train,58336
train,29208
train,58443
train,37957
train,57660
train,52781
train,25245
train,39254
train,6615
train,18377
train,20997
train,36759
train,9356
train,17454
train,40759
train,58388
train,28737
train,33147
train,34178
train,16914
train,24703
train,51531
train,55037
train,4620
train,19185
train,3302
train,43886
train,7912
train,59735
train,25237
train,46591
train,39535
train,37190
train,11801
train,12470
train,56149
train,36934
train,55968
train,41899
train,43062
train,50682
train,56426
train,53481
train,39414
train,52106
train,32036
train,37254
train,60548
train,15718
train,49708
train,12379
train,29544
train,60178
train,20398
train,43415
train,13989
train,19608
train,4393
train,9805
train,11495
train,42487
train,6294
train,35356
train,28810
train,13859
train,35134
train,41077
train,15712
train,18464
train,53822
train,29569
train,41452
train,57684
train,33240
train,39392
train,12716
train,26967
train,55305
train,18368
train,20019
train,42221
train,2309
train,31448
train,27881
train,11595
train,45610
train,16359
train,49161
train,24692
train,11690
train,641
train,58630
train,39712
train,21833
train,3931
train,25187
train,32800
train,25472
train,32568
train,41474
train,25063
train,14621
train,30891
train,4449
train,9948
train,1799
train,37581
train,51246
train,35031
train,7093
train,51829
train,58295
train,43987
train,23101
train,33915
train,38578
train,53407
train,41104
train,15375
train,1393
train,3480
train,51099
train,57663
train,43413
train,28312
train,39797
train,53166
train,21099
train,40169
train,27069
train,55378
train,7872
train,13629
train,4186
train,41973
train,1458
train,53421
train,25505
train,41927
train,39522
train,45708
train,48597
train,36953
train,9632
train,47080
train,22032
train,2297
train,27475
train,12099
train,16588
train,8723
train,40579
train,61030
train,32862
train,912
train,54495
train,3151
train,11942
train,19852
train,34752
train,44744
train,18382
train,45245
train,43642
train,56616
train,28558
train,18979
train,25652
train,42161
train,49267
train,2383
train,17532
train,8586
train,25496
train,56250
train,18063
train,29339
train,283
train,11914
train,10142
train,37489
train,57759
train,38250
train,13849
train,19289
train,37015
train,43284
train,44810
train,3905
train,6884
train,6152
train,54168
train,34295
train,51277
train,13401
train,29523
train,58261
train,59942
train,11234
train,50567
train,29605
train,34340
train,7040
train,25857
train,38568
train,35837
train,23087
train,61318
train,6604
train,3147
train,52260
train,16515
train,43612
train,24687
train,42929
train,11982
train,16545
train,8167
train,39194
train,27724
train,11917
train,10265
train,54912
train,25630
train,34573
train,11876
train,28407
train,36734
train,4126
train,19654
train,35440
train,23119
train,34430
train,50855
train,43606
train,29346
train,31612
train,13991
train,8245
train,28875
train,46673
train,12307
train,2604
train,21730
train,14028
train,11913
train,5048
train,44052
train,58523
train,10924
train,16086
train,43219
train,21674
train,42816
train,55579
train,56137
train,34338
train,31697
train,49930
train,603
train,50407
train,13239
train,24709
train,40883
train,88
train,29640
train,14635
train,10497
train,21485
train,27250
train,3911
train,3483
train,32225
train,34704
train,7338
train,20435
train,58292
train,31177
train,34245
train,42621
train,29420
train,12976
train,25906
train,37819
train,30963
train,59548
train,3977
train,34144
train,10758
train,49068
train,22165
train,44802
train,29531
train,42546
train,37369
train,8860
train,18481
train,41771
train,18298
train,41968
train,6723
train,9959
train,56522
train,38209
train,36678
train,19754
train,7738
train,922
train,59658
train,23884
train,50740
train,42413
train,6382
train,57065
train,40701
train,26612
train,19827
train,56185
train,42166
train,19621
train,57188
train,27735
train,12194
train,49612
train,16373
train,44714
train,35252
train,17381
train,10572
train,17445
train,26508
train,40941
train,52222
train,60612
train,36733
train,31315
train,7588
train,7182
train,13087
train,5528
train,35803
train,15533
train,26418
train,36095
train,27901
train,6465
train,61787
train,320
train,39802
train,8078
train,33044
train,20409
train,23175
train,12857
train,57611
train,45934
train,22593
train,60638
train,14611
train,18264
train,35120
train,41866
train,29192
train,5177
train,37343
train,38473
train,58901
train,60786
train,47044
train,40915
train,38314
train,25337
train,59770
train,43395
train,12659
train,11150
train,21700
train,16068
train,4507
train,4795
train,6968
train,54131
train,8046
train,3802
train,4343
train,47906
train,50037
train,40296
train,13618
train,42749
train,16219
train,61470
train,2170
train,52613
train,45770
train,11395
train,19497
train,1969
train,17200
train,46279
train,31531
train,14910
train,29978
train,33156
train,52363
train,58423
train,57885
train,11353
train,954
train,17534
train,43579
train,24467
train,58424
train,61185
train,25278
train,5407
train,4038
train,15664
train,51007
train,43376
train,37284
train,12703
train,36309
train,58937
train,46053
train,52115
train,6033
train,52420
train,38139
train,39812
train,52840
train,37140
train,2271
train,34993
train,52716
train,40775
train,24969
train,13999
train,22024
train,45130
train,18202
train,21230
train,29775
train,1394
train,24620
train,58181
train,41264
train,2433
train,55214
train,44576
train,30826
train,8683
train,19568
train,32374
train,10158
train,44806
train,45081
train,26387
train,43427
train,16680
train,383
train,48075
train,42910
train,21922
train,10569
train,15541
train,24128
train,49550
train,36319
train,4226
train,165
train,11733
train,2230
train,56478
train,7579
train,6487
train,42372
train,59083
train,54786
train,12575
train,14664
train,28181
train,48242
train,42535
train,2060
train,6329
train,40611
train,31222
train,21949
train,46930
train,34903
train,16122
train,40303
train,48132
train,28748
train,7064
train,47825
train,686
train,39793
train,16229
train,26170
train,27609
train,10442
train,61979
train,27081
train,45986
train,19440
train,26725
train,37976
train,57020
train,41169
train,11596
train,35225
train,30633
train,49130
train,17557
train,19005
train,30310
train,21819
train,50444
train,52811
train,61218
train,34552
train,58470
train,30114
train,26724
train,27237
train,55466
train,58772
train,46721
train,15381
train,21998
train,62129
train,3690
train,62081
train,40298
train,4955
train,2744
train,33234
train,27140
train,26582
train,7092
train,39537
train,4408
train,21981
train,41885
train,18853
train,5956
train,37302
train,5308
train,59160
train,51234
train,20191
train,26658
train,45033
train,1646
train,55543
train,47912
train,57674
train,21365
train,4510
train,48410
train,58839
train,30167
train,44646
train,34689
train,46963
train,40187
train,50412
train,27065
train,24530
train,28611
train,56908
train,29918
train,30606
train,47683
train,13283
train,49041
train,619
train,27560
train,38249
train,10293
train,39052
train,8012
train,49285
train,55064
train,36401
train,40079
train,14020
train,51924
train,18840
train,10296
train,17748
train,61173
train,20146
train,39510
train,2801
train,48277
train,18086
train,28262
train,23356
train,12579
train,40392
train,59225
train,27240
train,35111
train,17670
train,50297
train,251
train,5027
train,1860
train,56802
train,14622
train,10643
train,22994
train,6119
train,11357
train,14298
train,23114
train,16954
train,38920
train,23640
train,33618
train,34341
train,30669
train,52397
train,4200
train,6176
train,31928
train,59508
train,5755
train,9393
train,34286
train,40483
train,33071
train,40581
train,35164
train,4465
train,54433
train,52646
train,20450
train,14200
train,12808
train,8663
train,56868
train,40803
train,22239
train,13588
train,44378
train,10155
train,23361
train,22881
train,48173
train,5732
train,43731
train,34515
train,54050
train,5960
train,26386
train,6955
train,32285
train,46098
train,33369
train,4425
train,51089
train,18263
train,22935
train,34299
train,5397
train,44182
train,25673
train,983
train,57764
train,28377
train,51920
train,29243
train,44407
train,19188
train,2341
train,12876
train,62021
train,4616
train,22018
train,55384
train,60353
train,35623
train,51512
train,12183
train,57067
train,29059
train,24817
train,54872
train,29194
train,60828
train,58139
train,22861
train,40570
train,37218
train,54468
train,13760
train,46847
train,48429
train,40459
train,539
train,57052
train,2361
train,35122
train,3874
train,11789
train,10676
train,36972
train,39385
train,17342
train,41758
train,46528
train,21670
train,42022
train,9573
train,42141
train,40137
train,16655
train,21705
train,60267
train,34937
train,13335
train,58584
train,28613
train,30517
train,25914
train,57187
train,40990
train,15927
train,46182
train,26241
train,5181
train,22891
train,35538
train,59055
train,58200
train,59007
train,10648
train,28524
train,24198
train,42867
train,33613
train,60442
train,16230
train,16041
train,7827
train,57755
train,47681
train,41917
train,19101
train,40243
train,57510
train,33675
train,7929
train,27636
train,50686
train,38748
train,43048
train,569
train,26779
train,44609
train,16336
train,32989
train,36908
train,38490
train,17809
train,6367
train,22241
train,2083
train,48393
train,7298
train,38913
train,22643
train,4314
train,58383
train,10621
train,55387
train,43504
train,9146
train,44886
train,54611
train,7259
train,39149
train,9448
train,49917
train,58856
train,47629
train,47843
train,31679
train,43896
train,44827
train,42216
train,35612
train,10662
train,53769
train,55147
train,31670
train,57505
train,32593
train,61870
train,27902
train,1591
train,58005
train,19910
train,28132
train,24903
train,61747
train,38258
train,40041
train,31954
train,54143
train,15350
train,56394
train,3631
train,54629
train,23857
train,34664
train,9413
train,60963
train,34703
train,11173
train,56564
train,57654
train,8351
train,45372
train,39905
train,55677
train,17644
train,55268
train,38714
train,29881
train,59460
train,53527
train,8557
train,31061
train,20277
train,6803
train,47069
train,25058
train,14612
train,3135
train,53965
train,32845
train,55091
train,23691
train,54432
train,38724
train,43554
train,42682
train,47637
train,35727
train,60807
train,53068
train,51910
train,45202
train,46985
train,26633
train,9778
train,43176
train,506
train,27997
train,31286
train,51185
train,30984
train,15177
train,57718
train,19400
train,55520
train,19744
train,23952
train,18923
train,58925
train,19333
train,3425
train,1678
train,41167
train,13160
train,31582
train,34957
train,3566
train,989
train,44049
train,42271
train,57419
train,37323
train,41409
train,25052
train,52670
train,21204
train,41002
train,12063
train,7510
train,9727
train,60988
train,10955
train,23913
train,62072
train,36201
train,59365
train,572
train,24790
train,25014
train,4477
train,57302
train,17764
train,32731
train,50978
train,2130
train,51032
train,8428
train,53060
train,31538
train,10781
train,35892
train,41608
train,38441
train,2711
train,52444
train,46084
train,50958
train,45333
train,6248
train,4127
train,48126
train,60121
train,55572
train,21955
train,61931
train,50361
train,37670
train,24832
train,30344
train,13502
train,48863
train,34342
train,53240
train,59511
train,10527
train,56274
train,59822
train,16724
train,48529
train,38351
train,53114
train,17241
train,61952
train,7496
train,47696
train,36635
train,51506
train,53317
train,60376
train,15939
train,57916
train,29549
train,10216
train,46219
train,52707
train,61270
train,36661
train,10986
train,61215
train,28215
train,4636
train,10721
train,17109
train,19798
train,50817
train,8639
train,50894
train,26997
train,53985
train,13601
train,5644
train,10112
train,5920
train,47310
train,61003
train,57134
train,52804
train,3661
train,57307
train,47749
train,22222
train,43306
train,16851
train,10433
train,30262
train,36763
train,10395
train,33759
train,30393
train,41096
train,8002
train,43220
train,12452
train,22552
train,13223
train,62097
train,61662
train,52489
train,22955
train,47434
train,60209
train,14438
train,53380
train,39572
train,61273
train,44059
train,4815
train,51886
train,3395
train,16144
train,11146
train,9851
train,5502
train,51944
train,39273
train,12348
train,34091
train,35871
train,60669
train,45031
train,5698
train,45703
train,60677
train,21598
train,759
train,51066
train,1286
train,4296
train,30225
train,58542
train,38770
train,48519
train,32735
train,48561
train,45487
train,51665
train,46801
train,57207
train,6877
train,53589
train,37869
train,23645
train,2912
train,47952
train,9590
train,36399
train,2852
train,36101
train,38949
train,48602
train,20766
train,15233
train,2196
train,25909
train,47051
train,53456
train,43620
train,9355
train,18358
train,15397
train,10578
train,365
train,20234
train,47582
train,60066
train,53091
train,32051
train,36943
train,28789
train,54562
train,53202
train,61058
train,21974
train,55577
train,35527
train,17750
train,38702
train,13939
train,24819
train,22753
train,33183
train,44424
train,18453
train,49665
train,22440
train,21100
train,8588
train,44675
train,55356
train,58331
train,47245
train,29880
train,33277
train,59252
train,28424
train,37103
train,7793
train,57595
train,222
train,18198
train,43836
train,18060
train,54011
train,61346
train,24509
train,15291
train,18622
train,5554
train,38284
train,31816
train,10892
train,27278
train,17216
train,43615
train,21084
train,37981
train,43151
train,60138
train,37133
train,53099
train,25943
train,15007
train,7699
train,48526
train,28277
train,19233
train,58267
train,27789
train,58228
train,31081
train,15479
train,41159
train,10779
train,31646
train,59387
train,135
train,37471
train,28163
train,19143
train,54212
train,55906
train,27797
train,23855
train,23751
train,61598
train,60693
train,34644
train,33262
train,31870
train,49330
train,39155
train,11321
train,45106
train,21324
train,35475
train,28105
train,55881
train,45150
train,21928
train,56023
train,27148
train,45193
train,57970
train,17407
train,2869
train,7789
train,33232
train,6659
train,56188
train,15813
train,10195
train,1456
train,27266
train,20239
train,56332
train,26119
train,54047
train,13921
train,8284
train,31446
train,34646
train,52435
train,58704
train,35167
train,39293
train,36956
train,23193
train,37909
train,5882
train,17699
train,45727
train,35289
train,37382
train,687
train,10679
train,32046
train,55033
train,27752
train,23085
train,55086
train,20274
train,50467
train,45754
train,15441
train,36195
train,55911
train,46264
train,9963
train,3280
train,4112
train,44983
train,55101
train,15256
train,35130
train,18037
train,17601
train,50872
train,61541
train,60369
train,61473
train,30125
train,3778
train,29654
train,50724
train,36752
train,11661
train,13755
train,57018
train,23641
train,19455
train,37975
train,59272
train,26208
train,4819
train,44157
train,45565
train,16147
train,51276
train,61032
train,54686
train,33372
train,15568
train,54339
train,41283
train,36355
train,26184
train,8780
train,13181
train,29548
train,24175
train,9056
train,34288
train,37195
train,39939
train,46735
train,17161
train,56256
train,32175
train,11888
train,1099
train,29980
train,28829
train,8056
train,13981
train,12809
train,11861
train,43735
train,15637
train,59546
train,19046
train,38842
train,47516
train,34305
train,10213
train,16384
train,34811
train,10767
train,59227
train,6935
train,27498
train,50651
train,48401
train,53046
train,60029
train,10633
train,18675
train,30902
train,3285
train,24926
train,16765
train,28584
train,25864
train,35174
train,24535
train,38941
train,32016
train,16166
train,34028
train,44074
train,55083
train,4748
train,27213
train,29153
train,14763
train,33317
train,61746
train,34473
train,51354
train,16174
train,9922
train,39498
train,5063
train,30391
train,22283
train,33849
train,42411
train,42843
train,56954
train,36611
train,45841
train,46145
train,23759
train,22832
train,2790
train,51838
train,58516
train,20737
train,53049
train,22477
train,26650
train,50321
train,6027
train,15674
train,10353
train,31951
train,55930
train,16955
train,21965
train,17812
train,12328
train,60319
train,19576
train,10722
train,11364
train,53529
train,35448
train,56058
train,39828
train,61670
train,15396
train,2643
train,36999
train,52876
train,53411
train,39083
train,12352
train,46471
train,53892
train,31549
train,22852
train,44344
train,47390
train,10094
train,12815
train,58324
train,39773
train,518
train,49051
train,31997
train,20814
train,46740
train,20556
train,24916
train,18419
train,42939
train,34545
train,31271
train,3744
train,32018
train,59464
train,27239
train,9761
train,37780
train,5488
train,39183
train,23339
train,57019
train,47284
train,59261
train,45456
train,13057
train,32260
train,29769
train,9966
train,1632
train,2780
train,23098
train,50729
train,17291
train,59412
train,23363
train,7195
train,890
train,9711
train,56499
train,52071
train,29095
train,46285
train,3970
train,51934
train,13440
train,3782
train,26864
train,9565
train,59303
train,58853
train,35883
train,29272
train,19148
train,40728
train,28721
train,25996
train,4164
train,19901
train,48533
train,51325
train,4951
train,29519
train,32705
train,2532
train,21505
train,3444
train,53522
train,17504
train,6370
train,34729
train,5435
train,55850
train,8345
train,32666
train,12892
train,5150
train,7428
train,25033
train,54952
train,7675
train,30081
train,21602
train,5615
train,30872
train,53630
train,18455
train,58129
train,44803
train,36877
train,29350
train,3792
train,4440
train,51093
train,60978
train,2547
train,36136
train,44159
train,20721
train,34724
train,20371
train,12050
train,34411
train,61018
train,8281
train,61529
train,20099
train,19299
train,23271
train,12868
train,15096
train,27671
train,53636
train,9666
train,20700
train,203
train,15842
train,24428
train,21500
train,57855
train,22723
train,36273
train,50612
train,22348
train,35311
train,3973
train,53541
train,1455
train,38196
train,44756
train,43258
train,43878
train,39181
train,27715
train,6091
train,17966
train,2610
train,46586
train,13000
train,30710
train,40074
train,60180
train,55587
train,41800
train,18054
train,49963
train,47313
train,30662
train,40185
train,4007
train,48202
train,4788
train,7233
train,445
train,12647
train,36589
train,40614
train,40257
train,781
train,17737
train,31626
train,5079
train,37906
train,49874
train,48374
train,22002
train,59364
train,52482
train,32682
train,6811
train,43194
train,27688
train,40510
train,56235
train,15052
train,58460
train,30184
train,24245
train,31799
train,60175
train,31447
train,49805
train,738
train,44533
train,58071
train,49968
train,198
train,39724
train,49511
train,4884
train,17015
train,31115
train,33885
train,44136
train,42232
train,27782
train,43242
train,42412
train,16271
train,38548
train,37171
train,9530
train,60749
train,17899
train,26407
train,23991
train,57290
train,21150
train,2818
train,61697
train,1107
train,24447
train,8802
train,5752
train,19081
train,24920
train,33670
train,42820
train,23183
train,55671
train,56345
train,9238
train,41967
train,18348
train,12337
train,31132
train,61170
train,1289
train,42738
train,32780
train,3635
train,30015
train,53923
train,43224
train,8760
train,21839
train,34336
train,58629
train,56982
train,36547
train,38429
train,10474
train,41415
train,25930
train,6840
train,16870
train,18124
train,56168
train,54827
train,52076
train,44758
train,60969
train,42542
train,28730
train,15297
train,8951
train,34640
train,27201
train,39549
train,7925
train,36585
train,8708
train,9503
train,11326
train,37837
train,60058
train,48587
train,6940
train,51027
train,28867
train,29679
train,13307
train,2072
train,54332
train,23282
train,43533
train,40462
train,45451
train,32138
train,35819
train,36596
train,14671
train,24046
train,21618
train,51456
train,14201
train,43629
train,30304
train,9366
train,32431
train,15446
train,37163
train,13745
train,48070
train,24882
train,21940
train,58235
train,6309
train,57991
train,60371
train,52419
train,7955
train,35477
train,38161
train,10797
train,11178
train,53796
train,38802
train,52326
train,59863
train,18321
train,56385
train,14095
train,5591
train,48917
train,29935
train,17590
train,44169
train,37524
train,40051
train,50191
train,8704
train,31343
train,8775
train,33840
train,8498
train,5788
train,5419
train,56101
train,35851
train,32843
train,226
train,33347
train,50845
train,45767
train,3237
train,32213
train,56910
train,55257
train,55780
train,36637
train,56430
train,19630
train,32119
train,25132
train,29860
train,18886
train,40796
train,49677
train,56623
train,60190
train,58189
train,17836
train,3492
train,1090
train,49554
train,3180
train,839
train,5422
train,34227
train,10197
train,6641
train,54857
train,17687
train,13564
train,16712
train,1769
train,57591
train,26560
train,50626
train,41120
train,54413
train,14239
train,5962
train,13207
train,55740
train,26196
train,8477
train,48222
train,21263
train,33054
train,59455
train,47371
train,27316
train,24846
train,14226
train,14181
train,56291
train,66
train,42290
train,26148
train,59520
train,13403
train,35949
train,50892
train,19566
train,39045
train,61240
train,13241
train,48823
train,43686
train,43418
train,17841
train,61730
train,44860
train,12365
train,55354
train,19947
train,45513
train,25812
train,52044
train,2623
train,49607
train,30437
train,52201
train,21445
train,20864
train,2943
train,3630
train,60042
train,43321
train,55759
train,54536
train,9910
train,265
train,46270
train,37690
train,4363
train,3660
train,24024
train,2423
train,55818
train,35787
train,25489
train,20851
train,40463
train,8070
train,51321
train,18662
train,60379
train,61576
train,46446
train,36725
train,32748
train,57048
train,53547
train,34806
train,32926
train,40916
train,60633
train,27164
train,45889
train,4832
train,12548
train,7474
train,5902
train,15266
train,17711
train,2330
train,22831
train,26748
train,1193
train,35663
train,61380
train,25487
train,59762
train,55010
train,30060
train,40987
train,27181
train,20889
train,47436
train,48984
train,25766
train,22939
train,46173
train,32465
train,61832
train,38453
train,24661
train,41455
train,56498
train,8491
train,16163
train,37384
train,20853
train,40918
train,52958
train,45252
train,26517
train,31859
train,13037
train,41021
train,7320
train,3525
train,52261
train,15761
train,31045
train,57808
train,52446
train,33719
train,50796
train,24976
train,13778
train,50388
train,13777
train,40911
train,49014
train,44755
train,11928
train,8014
train,35636
train,49175
train,52829
train,20123
train,20009
train,23505
train,10387
train,39157
train,42950
train,16046
train,50127
train,20805
train,36312
train,11866
train,16560
train,43751
train,2348
train,29706
train,48724
train,37454
train,45065
train,44096
train,57339
train,13304
train,23111
train,34756
train,31641
train,56012
train,10080
train,45602
train,28927
train,29537
train,36641
train,15406
train,19110
train,51086
train,2828
train,57260
train,29108
train,19052
train,22124
train,1974
train,41506
train,298
train,49944
train,57686
train,26755
train,54730
train,31725
train,40902
train,13912
train,55347
train,49498
train,37897
train,24917
train,30020
train,13042
train,8137
train,54033
train,14037
train,38660
train,30700
train,49619
train,13553
train,49086
train,22625
train,59077
train,60678
train,31583
train,57277
train,35279
train,4689
train,20319
train,1875
train,14699
train,9620
train,34578
train,32041
train,10314
train,58503
train,58971
train,38246
train,59123
train,37725
train,6817
train,22965
train,32403
train,3383
train,31442
train,23606
train,6769
train,58611
train,18877
train,5841
train,17347
train,9665
train,9567
train,30258
train,42538
train,45792
train,54509
train,28739
train,43239
train,59043
train,34356
train,16151
train,4932
train,58939
train,17357
train,41352
train,55403
train,29373
train,37477
train,36613
train,30416
train,38182
train,54448
train,20320
train,58013
train,16575
train,51141
train,14419
train,57774
train,60326
train,5633
train,18714
train,40543
train,8118
train,8180
train,28622
train,22360
train,45187
train,32651
train,34158
train,39671
train,58745
train,40428
train,16755
train,10795
train,56037
train,7593
train,44730
train,18905
train,5127
train,59029
train,60456
train,58913
train,25127
train,16314
train,38180
train,21945
train,11184
train,5068
train,17280
train,16599
train,28489
train,43562
train,17791
train,34568
train,44170
train,38232
train,45237
train,39127
train,48536
train,15234
train,23538
train,30719
train,44015
train,59739
train,29371
train,29541
train,51612
train,57347
train,51764
train,59757
train,55034
train,52315
train,1426
train,39754
train,59732
train,60757
train,50933
train,21011
train,10134
train,42159
train,7282
train,20960
train,17712
train,41846
train,10090
train,59515
train,13324
train,39703
train,15822
train,41037
train,59247
train,5660
train,7578
train,39975
train,16822
train,43986
train,51323
train,42721
train,11336
train,49332
train,53040
train,12245
train,29621
train,40170
train,5813
train,60884
train,27767
train,3173
train,1579
train,31229
train,32994
train,12554
train,38532
train,11373
train,44029
train,42068
train,43211
train,29055
train,29030
train,4535
train,13700
train,15366
train,4327
train,44103
train,10122
train,47329
train,28425
train,10565
train,6886
train,18416
train,37447
train,10518
train,53591
train,43495
train,48555
train,8873
train,38664
train,1249
train,27607
train,4934
train,62070
train,40815
train,43335
train,37572
train,49451
train,28565
train,43922
train,3475
train,10525
train,53320
train,40435
train,20253
train,18963
train,48979
train,58404
train,51318
train,18403
train,45058
train,29889
train,19268
train,20031
train,59718
train,36298
train,56586
train,9064
train,659
train,42600
train,15110
train,45892
train,15445
train,54255
train,13684
train,8075
train,14535
train,16356
train,34484
train,25105
train,25618
train,39568
train,42127
train,46370
train,53980
train,49354
train,36162
train,41106
train,36112
train,61991
train,7189
train,26423
train,47368
train,25338
train,16693
train,53215
train,30341
train,31022
train,36772
train,17969
train,27062
train,718
train,14449
train,8103
train,38970
train,38726
train,32305
train,2241
train,38630
train,45212
train,6943
train,14840
train,32302
train,8869
train,46771
train,4466
train,14326
train,25020
train,14661
train,54680
train,48735
train,29955
train,8977
train,41078
train,36389
train,56583
train,5689
train,14055
train,35539
train,18051
train,53058
train,6166
train,16877
train,37207
train,33986
train,39943
train,30244
train,34310
train,54963
train,58989
train,39059
train,28760
train,52211
train,57456
train,9572
train,54510
train,46783
train,43023
train,38909
train,6719
train,49689
train,48854
train,48248
train,14022
train,10072
train,3648
train,28676
train,3834
train,31699
train,7341
train,703
train,57092
train,46898
train,41632
train,4813
train,9584
train,42182
train,47558
train,50785
train,58095
train,43425
train,59913
train,57045
train,33570
train,18687
train,955
train,39245
train,5814
train,45261
train,40110
train,30603
train,8598
train,26284
train,947
train,59690
train,42825
train,61398
train,31506
train,14967
train,21477
train,19854
train,35227
train,30144
train,11015
train,34210
train,55924
train,5469
train,58575
train,24854
train,41298
train,17794
train,1639
train,17776
train,15181
train,2533
train,21340
train,17010
train,20862
train,19394
train,6546
train,10994
train,41840
train,55937
train,52795
train,24373
train,58915
train,40969
train,46594
train,3609
train,30179
train,18162
train,19786
train,40287
train,21455
train,12839
train,39063
train,9210
train,23736
train,57645
train,47230
train,14002
train,22302
train,58833
train,45549
train,22766
train,29504
train,55961
train,56768
train,52455
train,58894
train,30457
train,42211
train,43566
train,41149
train,57874
train,22641
train,37230
train,55410
train,24735
train,16584
train,48135
train,32009
train,28732
train,44143
train,56772
train,55503
train,33348
train,50607
train,38137
train,4520
train,35645
train,30431
train,41639
train,54777
train,19324
train,55644
train,42553
train,57411
train,28219
train,32786
train,30791
train,3416
train,4906
train,38504
train,23403
train,52053
train,29867
train,61696
train,4166
train,56905
train,44666
train,41086
train,48005
train,55879
train,16725
train,31948
train,17089
train,61260
train,15175
train,50077
train,19615
train,6571
train,16228
train,48412
train,7487
train,15773
train,48593
train,56464
train,56429
train,7213
train,60086
train,43082
train,56909
train,43777
train,9972
train,51078
train,60673
train,51575
train,39892
train,44482
train,5222
train,3783
train,10848
train,15981
train,34793
train,27487
train,41285
train,43901
train,28877
train,25022
train,30018
train,33580
train,31882
train,61680
train,17985
train,23901
train,15899
train,59577
train,20109
train,37768
train,61590
train,47917
train,26428
train,59979
train,54739
train,54674
train,21967
train,598
train,60314
train,3614
train,545
train,1901
train,31113
train,7460
train,6471
train,37169
train,35082
train,939
train,32825
train,58348
train,2677
train,55604
train,8591
train,53398
train,40928
train,4409
train,41487
train,16100
train,21449
train,38357
train,60500
train,36907
train,47139
train,11105
train,50474
train,52199
train,40877
train,42167
train,4406
train,13384
train,40540
train,1035
train,31169
train,54721
train,13477
train,11807
train,18244
train,9743
train,55418
train,6618
train,44057
train,5074
train,2956
train,25546
train,2927
train,56976
train,48743
train,39744
train,53295
train,4991
train,39847
train,5650
train,12390
train,32541
train,42735
train,40117
train,49241
train,44928
train,8607
train,39066
train,18917
train,53654
train,24299
train,1470
train,36363
train,25913
train,24145
train,474
train,24733
train,46341
train,54015
train,61125
train,47874
train,38095
train,49668
train,39031
train,42310
train,37506
train,40332
train,50224
train,41296
train,25276
train,12896
train,34162
train,5280
train,58538
train,58085
train,28279
train,21337
train,3249
train,60725
train,43050
train,4783
train,25689
train,50915
train,58587
train,28157
train,39008
train,42963
train,44154
train,8156
train,12701
train,54173
train,15667
train,54310
train,19214
train,3849
train,10931
train,33460
train,38506
train,15824
train,57554
train,27420
train,48901
train,44199
train,23341
train,29970
train,43700
train,20854
train,59039
train,59895
train,6156
train,1512
train,30887
train,26985
train,10969
train,33608
train,61600
train,41233
train,9295
train,24618
train,24950
train,18997
train,21295
train,26395
train,14481
train,17331
train,19415
train,41168
train,52597
train,45199
train,51459
train,20970
train,21089
train,14747
train,1450
train,14604
train,22975
train,39344
train,51844
train,12624
train,52160
train,58622
train,11650
train,56738
train,34332
train,12963
train,55869
train,50391
train,1488
train,49298
train,39499
train,28370
train,28510
train,24462
train,61319
train,45378
train,322
train,823
train,10378
train,58301
train,19170
train,17821
train,19453
train,43851
train,31841
train,9927
train,46760
train,6192
train,37661
train,48282
train,53512
train,30342
train,31338
train,50606
train,7795
train,46291
train,30208
train,45661
train,53461
train,50926
train,60003
train,39312
train,61948
train,42439
train,53050
train,58483
train,62077
train,34894
train,22023
train,1181
train,19703
train,29658
train,47130
train,36005
train,8786
train,15876
train,44870
train,11124
train,1530
train,34250
train,9995
train,12938
train,19218
train,35476
train,12613
train,745
train,8879
train,57461
train,40478
train,26308
train,25346
train,5869
